genre,top,left,font_pct
karaoke,3741,854,100
karbi pop,6928,756,100
karelian folk,14033,591,100
karen pop,9089,832,100
karneval,7594,763,101
karntner volksmusik,21767,294,100
kaseko,12896,951,100
kashmiri hip hop,12104,1086,100
kashmiri pop,14180,694,100
kasi rap,7546,1015,101
kavkaz,4160,905,102
kawaii edm,2528,667,101
kawaii future bass,2805,705,101
kawaii metal,4112,214,101
kayokyoku,12240,588,102
kazakh hip hop,6133,1075,102
kazakh indie,7186,891,100
kazakh pop,5076,907,102
kazakh traditional,15324,845,100
kc indie,9758,473,101
keller synth,13939,124,100
kelowna bc indie,5691,327,100
kent indie,8558,604,100
kentucky hip hop,5085,1166,105
kentucky indie,11857,554,103
kentucky metal,10306,210,100
kentucky mountain folk,20134,901,100
kentucky punk,10110,255,100
kentucky roots,12587,612,104
kenyan alternative,11729,977,100
kenyan drill,6514,1203,100
kenyan hip hop,7815,1128,100
kenyan pop,7236,1005,101
kenyan r&amp;b,9213,967,101
kenyan traditional,18101,1092,100
kerkkoor,21888,21,100
kermis,12734,591,101
keroncong,11581,604,101
khaleeji iraqi,11655,751,101
khaliji,10613,739,102
khandeshi pop,6679,770,100
khasi pop,7261,793,100
khayal,19170,443,100
khmer,13775,670,100
khmer hip hop,5606,1125,100
khortha pop,5302,810,100
kids dance party,2294,1326,100
kids hip hop,4505,1117,100
kikuyu gospel,7409,973,100
kikuyu pop,10894,1182,100
kinderchor,15926,795,100
kinderliedjies,13200,992,100
kindermusik,13578,1077,106
kindie rock,12784,990,101
kingston on indie,10464,499,101
kinnauri pop,3361,837,100
kirtan,14068,495,102
kiwi rock,7371,437,102
kizomba,3497,1015,102
kizomba antigas,3062,1055,101
kizomba cabo-verdiana,3001,1026,101
klapa,14670,433,100
kleine hoerspiel,16248,1259,108
kleinkunst,11832,777,101
klezmer,17341,741,100
klubowe,1636,1071,101
knoxville indie,10085,469,100
kodomo no ongaku,12475,1025,101
kokborok pop,7545,858,100
kol isha,11369,586,100
koledy,15342,469,100
koligeet,11366,986,100
kolkata indie,9994,663,100
kollywood,7224,969,105
kolo,12030,828,100
kolsche karneval,6779,763,102
komedi,20631,917,100
kompa,7409,929,101
kompa chretien,8387,729,100
kompa gouyad,2886,1002,101
konkani pop,12847,758,100
kora,16160,949,100
korean bl ost,9143,683,100
korean city pop,7458,806,103
korean classical performance,21340,344,100
korean classical piano,21620,530,100
korean contemporary classical,21779,247,100
korean dream pop,11068,452,101
korean drill,6350,1049,100
korean electronic,2791,933,100
korean electropop,6630,731,101
korean experimental,12746,439,100
korean hardcore,8897,240,100
korean hyperpop,4608,915,100
korean indie folk,15183,746,100
korean indie rock,7174,466,101
korean instrumental,20492,858,102
korean jazz,16373,781,100
korean metal,6741,382,100
korean minyo,17767,596,100
korean musicals,15400,394,100
korean old school hip hop,5363,1071,101
korean ost,13663,526,106
korean pop,12722,618,104
korean punk,7026,327,100
korean r&amp;b,8855,917,105
korean shoegaze,9118,272,100
korean singer-songwriter,13589,607,101
korean soundtrack,14056,408,100
korean superband,12487,547,100
korean talent show,13775,454,101
korean traditional,18878,870,100
korean trap,6096,1025,100
korean underground rap,8458,1103,101
korean worship,14475,477,100
kosovan folk,15559,475,100
kosovan indie,11132,547,100
kosovan pop,6278,945,102
koto,22034,905,100
krajiska muzika,11206,642,100
krautrock,12611,460,101
kritika,17388,615,100
kuduro,1941,1299,100
kuduro antigo,2951,1240,100
kumaoni pop,9781,901,100
kundalini,15809,327,101
kundiman,16075,506,101
kurdish folk,15085,713,101
kurdish hip hop,11191,1043,101
kurdish pop,10019,763,102
kurdish remix,3857,923,100
kurdish rock,11118,686,100
kwaito,4381,1071,101
kyrgyz hip hop,7667,1062,101
kyrgyz pop,4909,931,100
kyrgyz traditional,20819,915,100
kyushu indie,8457,526,101
la indie,7149,492,106
la pop,7211,760,105
laboratorio,18206,437,102
ladakhi pop,5784,828,100
lafayette indie,10600,530,100
lagu aceh,8716,806,100
lagu bali,8703,854,100
lagu betawi,10812,868,100
lagu bugis,5154,549,100
lagu iban,5867,786,100
lagu jambi,3361,756,100
lagu jawa,6356,834,105
lagu karo,7115,694,100
lagu lampung,7495,721,100
lagu madura,4191,777,100
lagu maluku,11393,642,100
lagu manado,8124,618,100
lagu melayu,6258,490,101
lagu sabahan,5786,705,100
lagu sasak,8286,748,100
lagu sunda,8211,783,101
lagu tarling,9127,949,100
lagu timur,6977,921,102
lai hla,9764,604,100
laiko,12400,772,104
lambadao,5618,1180,101
lampung indie,7656,596,100
lancashire indie,10264,515,100
lancaster pa indie,12722,445,100
landler,15572,905,100
language,14094,1079,100
lao hip hop,8311,824,100
lao pop,6110,923,100
lao traditional,19959,834,100
lapland hip hop,7851,1019,100
lapland metal,4909,245,100
lastelaulud,13311,961,100
lasten satuja,16394,1230,100
lata,19199,612,102
late romantic era,22024,325,105
latin afrobeat,6641,979,102
latin alternative,5892,765,115
latin american baroque,21121,342,100
latin american classical piano,22134,578,100
latin american heavy psych,11575,203,100
latin arena pop,6358,686,114
latin christian,8198,593,107
latin classical,20953,748,102
latin funk,7459,984,101
latin hip hop,3185,1153,113
latin house,1797,1144,101
latin jazz,17291,965,102
latin metal,9081,298,102
latin pop,6316,826,126
latin rock,5289,711,113
latin shoegaze,7842,198,100
latin ska,7078,729,101
latin soundtrack,16657,298,101
latin surf rock,7645,398,100
latin talent show,9231,760,103
latin tech house,0,1426,101
latin viral pop,4186,949,110
latin viral rap,10420,1021,101
latin worship,8199,460,106
latincore,5156,289,101
latino comedy,16189,996,100
latintronica,4413,1038,101
latinx alternative,7470,849,102
latmiya,17534,554,100
latvian electronic,1839,1153,100
latvian folk,14254,571,100
latvian hip hop,7729,1049,100
latvian indie,8583,586,100
latvian metal,5377,210,100
latvian pop,7483,726,101
latvian rock,5386,540,100
laulaja-lauluntekija,12314,601,100
lawrence ks indie,11661,471,100
lds,18030,402,101
lds instrumental,20760,327,101
lds youth,12536,568,101
lebanese indie,11306,624,100
lebanese pop,10738,721,103
leeds indie,7473,384,100
leicester indie,7461,454,101
leipzig electronic,1318,1254,101
leipzig indie,6618,788,100
leon gto indie,7311,621,100
lesen,16394,1352,101
lesotho traditional,6891,813,100
levenslied,7027,700,103
lexington ky indie,10868,683,100
lezginka,4220,788,100
lgbtq+ hip hop,5493,1021,109
liberian pop,5842,1155,100
library music,15868,667,101
libyan hip hop,12264,1062,100
libyan pop,9883,765,100
liechtenstein,16786,196,100
liedermacher,14847,927,102
light music,19813,321,100
lilith,12056,583,107
limerick indie,8644,427,100
lincoln ne indie,10843,471,100
lion city hardcore,6790,223,100
liquid funk,1534,1025,102
lithuanian edm,2206,1075,101
lithuanian electronic,2091,1126,101
lithuanian folk,11747,718,100
lithuanian hip hop,5125,1094,100
lithuanian indie,8739,615,100
lithuanian jazz,16740,758,100
lithuanian metal,7186,154,100
lithuanian pop,4968,851,101
lithuanian rock,6136,540,100
lithuanian trap,4149,1148,100
little rock indie,9525,471,100
liverpool indie,8395,449,102
livetronica,3653,851,102
lldm,14463,596,100
lo star,10159,694,100
lo-fi,12167,445,103
lo-fi beats,13442,1023,106
lo-fi brasileiro,12973,1011,101
lo-fi chill,11304,917,103
lo-fi cover,14701,718,103
lo-fi emo,11612,392,102
lo-fi house,2703,1139,102
lo-fi indie,13701,501,106
lo-fi jazzhop,11603,1055,104
lo-fi latino,13108,1064,101
lo-fi product,12797,1084,103
lo-fi rap,11053,988,102
lo-fi sleep,14333,832,103
lo-fi study,11717,921,106
lo-fi vgm,7557,937,102
lok dohori,11919,692,100
lombok indie,7618,549,100
london indie,7866,506,101
london on indie,8212,386,100
london rap,11403,1075,103
long island punk,9488,268,100
louange,9441,751,100
louisiana blues,16248,907,101
louisiana metal,11777,172,100
louisville indie,11144,435,101
louisville underground,11820,484,100
lounge,19345,630,108
lounge house,8101,988,100
louvor,14574,566,101
louvor icm,13607,422,100
louvores pentecostais,11467,571,101
lovecraftian metal,9094,145,100
lovers rock,6400,1178,102
lowercase,16774,229,100
lowlands hardcore,10293,231,100
luk thung,8802,731,101
lullaby,17797,462,105
lund indie,9921,364,100
lustrum,11653,1153,102
lute,21391,903,100
luxembourgian electronic,1072,1170,100
luxembourgian hip hop,7435,1105,100
luxembourgian indie,7473,497,100
luxembourgian metal,5627,242,100
luxembourgian pop,12535,817,100
macau pop,8861,544,100
macedonian electronic,933,1237,100
macedonian folk,12872,517,100
macedonian hip hop,7679,1055,100
macedonian indie,7694,593,100
macedonian metal,8346,242,100
macedonian pop,7423,650,100
macedonian rock,8763,537,100
madchester,5803,441,106
madrigal,21975,199,100
maga rap,6563,1088,102
maghreb,14737,697,100
magyar alternative,6891,519,101
magyar kabare,15221,1004,100
magyar mulatos,2989,937,100
magyar musicalek,11943,711,100
magyar retro dance,3544,891,100
magyar trap,6400,1043,102
mahraganat,4199,1114,102
maimouna,9780,1040,100
maine hip hop,7249,947,100
maine indie,12685,521,100
mainland chinese pop,9574,588,103
mainland se asia metal,7535,262,100
maithili,7876,845,100
makina,1467,1047,100
makossa,8139,953,100
malagasy folk,12215,899,100
malagasy pop,9115,937,100
malang indie,6879,495,101
malang punk,4880,294,100
malawian folk,15045,1004,100
malawian hip hop,11692,1034,100
malawian pop,11203,1053,100
malay rap,7285,1015,101
malayalam cover,9064,883,100
malayalam hip hop,7571,1058,101
malayalam indie,10677,700,100
malayalam madh,13908,834,100
malayalam pop,10824,808,102
malayalam worship,9193,781,100
malaysian hardcore,9057,227,100
malaysian hip hop,6550,945,101
malaysian indie,7594,458,101
malaysian mandopop,11569,588,102
malaysian metal,8000,277,100
malaysian pop,7893,578,104
malaysian post-rock,9243,285,100
malaysian punk,6186,352,100
malaysian tamil pop,5388,996,101
malaysian tamil rap,7178,1058,100
malaysian traditional,12884,810,100
maldivian pop,7298,788,100
malian blues,12947,901,101
malian traditional,16394,1086,100
mallet,17938,804,100
mallsoft,9807,578,101
malmo indie,8595,382,100
maloya,11955,1017,100
maltese hip hop,8433,973,100
maltese metal,8638,97,100
maltese pop,5273,624,100
maluku pop,10045,1097,100
mambo,16394,1005,101
mambo chileno,4016,1168,104
man's orchestra,18819,689,101
manchester hip hop,11427,1077,102
manchester indie,6729,380,101
mande pop,12413,955,101
mandible,12480,364,100
mandolin,15693,860,101
mandopop,9986,583,108
manele,4559,1137,103
manguebeat,9180,870,103
manila sound,13800,573,101
manipuri pop,10362,779,100
manitoba country,8026,547,100
manitoba indie,11539,547,100
manso indie,9599,601,101
mantra,14601,845,102
mapouka,3594,1171,100
mappila paattu,8552,895,101
maracatu,13047,990,100
marathi balgeet,14884,965,100
marathi devotional,12986,824,100
marathi hip hop,7043,1032,100
marathi pop,10873,872,102
marathi remix,4296,854,100
marathi traditional,15851,824,101
marcha funebre,17125,133,100
marching band,17224,609,100
marci brijuzi,15542,503,100
mariachi,15208,765,109
mariachi cristiano,12153,763,102
marimba,20923,806,100
marimba de guatemala,10870,1139,100
marimba mexicana,9879,1178,100
marimba orquesta,9418,1162,100
marinera,13417,990,100
marrabenta,11167,982,100
marsmuziek,19007,566,100
martial industrial,11453,304,100
marwadi pop,5563,907,100
mashcore,3390,646,100
mashup,2776,837,101
maskandi,3419,973,101
massage,19141,94,100
math pop,8656,477,100
math rock,11563,475,101
math rock latinoamericano,9712,346,100
mathcore,10477,181,101
mathgrind,11624,142,100
mazandarani folk,19112,765,100
mbalax,12861,923,101
mbira,12475,975,100
mecha,9798,402,100
medieval,21316,306,101
medieval black metal,11002,83,100
medieval ensemble,19667,306,100
medieval folk,12350,368,101
medieval rock,5582,435,103
medimeisterschaften,3840,1007,100
meditation,19521,87,105
medway sound,12574,473,100
meenawati,6904,923,100
mega funk,3010,1275,101
melancholia,13589,469,108
melanesian pop,4508,1000,101
melbourne bounce,1724,1004,104
melbourne bounce international,1990,996,104
melbourne hip hop,10196,1007,100
melbourne indie,12314,486,101
melbourne punk,9144,335,100
mellow gold,12672,621,119
melodic black metal,9254,94,100
melodic death metal,6051,138,103
melodic deathcore,5578,185,101
melodic doom,7198,133,100
melodic drill,8213,1182,106
melodic dubstep,5410,418,103
melodic groove metal,4783,183,101
melodic hard rock,4087,264,101
melodic hardcore,8693,245,101
melodic metal,4562,187,102
melodic metalcore,5715,201,109
melodic power metal,4221,231,100
melodic progressive metal,5728,249,100
melodic rap,4726,1060,119
melodic techno,714,1263,101
melodic thrash,7498,231,102
melodipop,5477,756,100
meme,5143,969,104
meme rap,6980,1043,105
memphis americana,12464,694,100
memphis blues,18177,1023,101
memphis hip hop,3882,1141,109
memphis indie,10993,384,100
memphis phonk,3557,1005,102
memphis soul,13970,881,104
men chika,2645,499,101
men's choir,21683,176,100
mento,15400,1162,100
merengue,12747,1060,102
merengue tipico,13249,1082,101
merida indie,6791,524,100
merseybeat,14847,636,107
messianic praise,12658,412,101
mestissatge,4383,868,101
metal,8923,214,112
metal baiano,9819,183,100
metal balear,5903,249,100
metal catala,6248,258,100
metal catarinense,7371,218,100
metal cearense,9957,167,100
metal colombiano,9871,205,100
metal cover,3361,329,101
metal cristao,8025,225,100
metal ecuatoriano,8681,296,100
metal galego,6677,194,100
metal gaucho,7707,220,100
metal gotico,7682,270,100
metal guitar,8911,321,101
metal mineiro,10515,238,101
metal noir quebecois,9194,78,100
metal nortista,9475,205,100
metal paraguayo,8885,232,100
metal paranaense,8800,214,100
metal pernambucano,8285,234,100
metal piauiense,9574,167,100
metal salvadoreno,10931,382,100
metal tico,8873,251,100
metal uruguayo,6665,249,100
metalcore,5143,207,109
metalcore espanol,5703,247,100
metallic hardcore,9562,262,102
metis fiddle,13651,731,100
metropopolis,5410,535,110
mevlevi sufi,18440,454,100
mewati pop,4876,866,100
mexican black metal,11539,50,100
mexican classic rock,12807,615,102
mexican classical,21816,568,100
mexican death metal,11136,188,100
mexican edm,2079,1060,101
mexican electronic,3569,1009,100
mexican experimental,12512,528,100
mexican hardcore,8419,291,100
mexican hip hop,6803,1112,110
mexican indie,5523,670,105
mexican metal,8613,251,101
mexican pop,5348,797,115
mexican pop punk,5492,342,102
mexican post-rock,10625,308,100
mexican power metal,6916,249,100
mexican rock,5348,636,109
mexican rock-and-roll,14749,790,104
mexican son,16027,953,100
mexican tech house,234,1372,100
mexican techno,1035,1166,100
mexican thrash metal,10674,270,100
mexican traditional,15070,947,100
meyxana,6903,1034,100
mezmur,11143,726,100
mezwed,11279,708,100
miami bass,1826,1237,101
miami hip hop,4279,1068,111
miami indie,7299,490,101
miami metal,8717,231,100
michigan folk,14515,724,100
michigan indie,12860,559,101
microhouse,2302,1134,102
microtonal,16260,429,101
middle earth,14577,291,103
middle east hip hop,9842,937,101
middle eastern traditional,19065,741,100
midwest americana,13244,554,101
midwest emo,9871,333,102
milan indie,7173,674,103
military band,19212,549,100
military cadence,2513,1457,100
military rap,6084,1015,101
milwaukee hip hop,8589,1028,100
milwaukee indie,10527,427,100
min'yo,17125,639,100
mincecore,10953,214,100
mindfulness,19667,83,100
minimal dnb,3013,1005,100
minimal dub,1306,1095,100
minimal dubstep,2362,1062,100
minimal melodic techno,1540,1126,102
minimal synth,4208,739,100
minimal tech house,726,1365,102
minimal techno,964,1261,103
minimal wave,3064,781,101
minimalism,20923,354,102
minneapolis indie,12709,458,101
minneapolis metal,8260,163,100
minneapolis punk,9635,275,100
minneapolis sound,3510,1028,103
minnesang,21206,533,100
minnesota hip hop,5756,1021,103
minnesota metal,8589,154,100
mising pop,10399,788,100
mississippi hip hop,5568,1084,102
mississippi indie,10178,422,100
missouri indie,12413,526,100
mizo gospel,12154,420,100
mizo pop,9429,650,100
mizrahi,8383,612,102
mluvene slovo,18323,1071,100
mod revival,9488,469,101
modern alternative pop,6916,783,104
modern alternative rock,5114,443,112
modern bhajan,9443,872,104
modern big band,15572,700,100
modern blues,12338,703,103
modern blues rock,11442,484,106
modern bollywood,8901,783,119
modern cello,17797,272,100
modern chamber music,19579,481,100
modern country pop,8297,533,113
modern country rock,5468,530,112
modern darkwave,2469,429,100
modern downshift,5128,392,100
modern dream pop,6444,352,104
modern electroacoustic,16231,247,100
modern enka,12510,400,100
modern folk rock,13170,515,105
modern free jazz,18644,674,100
modern funk,5855,955,101
modern goth,2645,380,101
modern hard rock,6038,281,103
modern hardcore,10122,255,101
modern indie folk,14230,524,105
modern indie pop,7830,777,107
modern j-rock,5063,386,103
modern jangle pop,7162,360,100
modern jazz piano,18907,741,101
modern jazz trio,17546,891,101
modern jungle,2190,1013,101
modern melodic hardcore,7804,227,101
modern mod,7075,412,100
modern old-time,15605,781,101
modern performance,20076,348,100
modern power pop,6977,335,103
modern progressive rock,10465,313,100
modern psychedelic folk,14093,414,100
modern reggae,9262,1099,102
modern rock,5689,471,127
modern salsa,12462,1013,104
modern ska punk,6641,607,101
modern southern rock,9144,460,104
modern string quartet,20556,331,100
modern swing,18293,1062,100
modern uplift,5097,414,101
moderne ludovky,8124,731,100
modular synth,12921,473,101
modular techno,1342,1099,100
molam,11808,858,100
moldovan pop,3887,746,101
mollywood,12786,802,105
mongolian alternative,8533,556,100
mongolian folk,17370,376,100
mongolian hip hop,4493,1121,100
mongolian pop,5843,870,100
montana indie,11318,670,100
montana metal,7621,221,100
montana roots,12795,667,100
montenegrin pop,6421,806,100
monterrey indie,5494,556,102
montreal indie,9776,646,101
moog,16139,581,100
moombahton,2399,1009,104
moorish traditional,14823,939,100
moravian folk,20451,475,100
morelos indie,6741,492,102
morna,12573,903,101
moroccan pop,8186,837,103
moroccan traditional,15647,921,100
motivation,16219,1328,101
motown,12413,777,108
mountain dulcimer,18586,849,100
movie tunes,16335,705,107
mpb,14082,806,110
mpb gospel,14118,593,100
multidisciplinary,11406,586,100
mumbai indie,10350,563,100
mundart,9002,874,101
munich electronic,1232,1254,100
munich indie,8030,670,101
murcia indie,6837,499,102
murga,15510,899,100
music box,15194,973,102
music hall,19808,862,100
musica acoriana,10246,815,100
musica afroperuana,13745,1105,100
musica aguascalentense,13022,990,100
musica alagoana,11066,881,101
musica amapaense,9921,760,100
musica andina,15285,929,101
musica andina chilena,15361,813,101
musica andina colombiana,13733,1056,100
musica andorra,2229,1094,100
musica angolana,7311,990,102
musica antigua,20439,515,100
musica aragonesa,11734,703,102
musica ayacuchana,14168,1007,101
musica baiana,11354,889,100
musica bajacaliforniana,12574,1062,103
musica bautista,17254,561,100
musica blumenauense,11031,636,100
musica brasiliense,12811,802,100
musica cabo-verdiana,9883,868,100
musica calabrese,10283,772,100
musica campechana,6942,1132,101
musica campineira,10994,604,100
musica campista,9933,650,100
musica canaria,14723,788,101
musica capixaba,8576,843,101
musica caririense,9895,821,100
musica catalana,7029,810,101
musica catarinense,10562,817,100
musica cearense,11143,795,100
musica chiapaneca,10109,1146,100
musica chihuahuense,9294,899,106
musica coahuilense,8939,1108,101
musica colimense,13697,1005,100
musica colombiana instrumental,14934,883,100
musica costarricense,13010,824,100
musica costena,10833,1112,102
musica criolla,15254,1130,101
musica crista reformada,13318,460,101
musica cristiana guatemalteca,11567,891,101
musica de fondo,18878,127,104
musica de intervencao,16026,758,100
musica duranguense,12911,1068,100
musica ecuatoguineana,11717,1011,100
musica eletronica brasileira,3711,1070,100
musica eletronica gospel,2936,744,100
musica etnica,13713,604,100
musica evangelica instrumental,14860,372,100
musica feirense,10533,977,100
musica folk asturiana,13022,386,100
musica gaucha,6563,975,101
musica gaucha tradicionalista,13429,1009,102
musica goiana,12959,779,100
musica guerrerense,13540,1086,100
musica guineense,9567,1058,100
musica hondurena,11615,1062,100
musica indigena brasileira,13672,885,100
musica indigena latinoamericana,13454,913,100
musica indigena mexicana,13161,1015,100
musica infantil,13628,986,104
musica infantil catala,14082,990,100
musica instrumental cristiana,12749,746,101
musica istmena,11992,1094,100
musica jalisciense,11643,951,101
musica jibara,14711,1015,100
musica juiz-forana,10763,746,101
musica llanera,16202,1004,101
musica lombarda,14909,815,100
musica londrinense,8741,858,100
musica madeirense,11931,777,101
musica mallorquina,10068,646,100
musica mapuche,14021,839,100
musica maranhense,11754,881,101
musica maringaense,6928,469,100
musica mato-grossense,12949,621,100
musica menorquina,14651,739,100
musica mexicana,13121,986,126
musica mexiquense,9026,901,100
musica michoacana,13957,973,100
musica mixteca,11489,1032,100
musica mocambicana,10648,967,100
musica mogiana,13262,881,100
musica morelense,13136,1007,100
musica nayarita,12116,1103,101
musica neoleonesa,12053,1106,101
musica nicaraguense,12178,907,101
musica nortena chilena,12621,830,100
musica nublensina,16540,1040,100
musica oaxaquena,13096,1028,101
musica occitana,11366,810,100
musica otavalena,7981,786,100
musica para criancas,13969,984,101
musica para ninos,15985,659,105
musica paraibana,10849,851,100
musica paranaense,12252,781,100
musica per bambini,8248,931,101
musica pernambucana,11492,889,100
musica piauiense,11667,860,100
musica piemonteisa,14724,951,100
musica pitiusa,12007,515,100
musica poblana,4111,1148,101
musica ponta-grossense,8374,711,100
musica popular amazonense,11017,899,100
musica popular colombiana,12611,1157,104
musica popular mineira,14884,583,101
musica popular paraense,8828,885,101
musica popular uruguaya,14229,862,100
musica portuguesa contemporanea,14427,716,100
musica potiguar,11292,872,100
musica potosina,12562,1081,101
musica prehispanica,12634,795,100
musica puntana,9243,689,100
musica purepecha,10258,868,100
musica queretana,12252,919,100
musica quintanarroense,4236,967,100
musica rapa nui,12426,799,100
musica rondoniense,7323,689,100
musica roraimense,8161,770,100
musica sammarinese,11317,770,100
musica santomense,5908,996,101
musica sarda,14688,642,101
musica sergipana,10081,729,100
musica sinaloense,13479,1062,101
musica sinfonica,18890,331,100
musica sonorense,13298,1082,103
musica sudcaliforniana,13709,1000,101
musica sul-mato-grossense,10271,815,100
musica tabasquena,8470,1175,101
musica tamaulipeca,12660,971,101
musica timor-leste,15411,751,100
musica tlaxcalteca,8261,945,102
musica tradicional cubana,16745,1023,102
musica tradicional dominicana,14058,969,100
musica triste brasileira,11391,889,102
musica tropical guatemalteca,8409,1126,100
musica urbana oaxaquena,8176,1099,100
musica valenciana,13540,797,100
musica wixarika,12760,1097,100
musica yucateca,17020,868,100
musical advocacy,9230,490,101
musicas espiritas,16657,885,100
musiikkia lapista,11305,736,100
musiikkia lapsille,13983,893,101
musik anak-anak,7483,943,101
musikkorps,18761,821,100
musiqi-ye zanan,17095,588,100
musique acadienne,10726,680,100
musique alsacienne,14576,872,100
musique ancienne,20456,181,100
musique centrafricaine,13721,1041,100
musique comorienne,10821,1026,100
musique concrete,19521,425,100
musique guadeloupe,5040,1032,101
musique mahoraise,9114,1049,100
musique mandingue,13819,1002,100
musique mariage algerien,5730,802,100
musique mauritanienne,12203,980,100
musique militaire,20410,517,100
musique nigerienne,11742,915,100
musique peule,13896,945,100
musique pour enfant quebecois,14131,1077,100
musique pour enfants,17400,194,102
musique soninke,14611,1123,100
musique tahitienne,10411,832,100
musique tchadienne,10858,1043,100
musique touareg,14996,903,100
musique traditionnelle comorienne,13491,919,100
musique traditionnelle congolaise,14355,992,100
musique urbaine brazzaville,10982,1066,100
musique urbaine kinshasa,12338,990,101
muzica ardeleneasca,17424,571,100
muzica banateana,14762,870,100
muzica bisericeasca,21975,292,100
muzica copii,11452,1036,100
muzica crestina,12844,506,100
muzica etno,8690,1084,100
muzica lautareasca,17621,753,100
muzica maramureseana,16277,694,100
muzica moldoveneasca,6324,949,100
muzica populara,18147,618,100
muzica usoara,14180,588,100
muziek voor kinderen,12587,1043,103
muzika l'yeladim,14871,996,100
myanmar gospel,12227,471,100
myanmar hip hop,5248,1092,100
myanmar indie,7943,609,100
naat,16920,674,100
nadaswaram,17633,839,100
nagaland indie,8878,744,100
nagpuri pop,7054,866,101
naija old school,6754,994,100
naija worship,11919,519,103
namibian pop,5224,1071,100
nantes indie,8063,700,101
narco rap,6350,1210,102
narodna muzika,11747,581,102
narodnozabavna,12835,969,100
nasheed,15809,686,103
nashville americana,12783,627,101
nashville hip hop,6475,1036,103
nashville indie,9664,460,101
nashville singer-songwriter,13576,519,102
nashville sound,16394,774,104
nasyid,12709,593,101
native american black metal,10819,110,100
native american contemporary,11820,731,101
native american flute,20505,352,101
native american hip hop,8765,1021,100
native american metal,8540,260,100
native american spiritual,14541,975,100
native american traditional,16577,479,102
naturjodel,20492,315,100
navajo,18410,804,100
ndombolo,11129,868,101
neapolitan funk,5400,1013,100
necrogrind,9697,136,100
necrotrap,5603,760,101
nederlandse hardstyle,2143,883,102
nederpop,12338,615,102
nederreggae,7298,1051,101
neo classical metal,7608,225,101
neo grime,4208,627,100
neo honky tonk,11679,689,100
neo kyma,16598,618,100
neo mellow,10411,568,113
neo metal,5322,362,100
neo r&amp;b,8753,929,102
neo soul,13763,772,111
neo soul-jazz,6990,933,100
neo-classical,20923,512,105
neo-crust,10612,117,100
neo-industrial rock,2133,449,100
neo-kraut,7385,486,100
neo-manele,5474,979,100
neo-pagan,13874,517,100
neo-progressive,10880,300,101
neo-proto,8924,431,100
neo-psicodelia brasileira,12215,435,100
neo-psychedelic,10600,388,106
neo-rockabilly,11692,777,100
neo-singer-songwriter,13601,591,103
neo-synthpop,2718,734,108
neo-trad doom metal,11283,247,100
neo-trad metal,5590,207,100
neo-trad prog,9847,302,100
neo-traditional bluegrass,13626,697,101
neo-traditional country,9625,650,101
neoclassical darkwave,16219,341,102
neoclassicism,21852,372,101
neofolk,11806,313,100
neomelodici,7731,686,102
neon pop punk,4483,344,108
neoperreo,4617,1101,103
neotango,7755,939,100
nepali indie,9586,700,101
nepali pop,10337,718,101
nephop,8224,1099,101
nerdcore,6575,1011,101
nerdcore brasileiro,7448,615,102
neru,19667,225,101
neue deutsche harte,2878,433,104
neue deutsche todeskunst,4383,431,101
neue deutsche welle,7002,841,102
neue neue deutsche welle,4571,786,102
neue volksmusik,12042,905,101
neurofunk,1725,929,101
neurostep,1882,901,100
new age,15430,400,103
new age piano,21449,705,103
new americana,14205,618,106
new beat,2194,883,102
new brunswick indie,11808,571,100
new comedy,19638,1075,101
new delhi indie,7149,630,101
new england americana,14303,599,101
new england emo,8136,315,101
new england experimental,14500,376,100
new england hardcore,10527,220,100
new england metal,9647,192,100
new french touch,2964,955,105
new hampshire indie,9832,508,100
new isolationism,12044,289,100
new italo disco,906,895,101
new jack smooth,5921,893,100
new jack swing,4135,984,105
new jersey hardcore,10868,304,102
new jersey indie,10831,408,103
new jersey punk,10196,296,102
new jersey rap,9907,1047,104
new jersey underground rap,10635,1094,102
new mexico music,12030,868,100
new orleans americana,14835,758,100
new orleans blues,16482,905,101
new orleans funk,13286,1021,101
new orleans indie,12425,475,100
new orleans jazz,19433,1002,102
new orleans rap,7521,1073,108
new orleans soul,14859,945,100
new rave,2688,815,105
new romantic,4646,689,113
new school turkce rap,10383,979,102
new tejano,7768,841,100
new tribe,14021,758,101
new wave,5140,607,113
new wave of glam metal,4075,266,100
new wave of osdm,11076,78,100
new wave of speed metal,8173,149,100
new wave of thrash metal,7088,242,101
new wave pop,5552,705,115
new weird america,15771,501,101
new weird finland,16127,508,100
new york death metal,11588,131,100
new york drill,8063,1128,104
new zealand classical,19359,495,100
newcastle indie,9676,366,100
newcastle nsw indie,9119,404,102
newfoundland indie,12400,508,100
ney,18569,386,100
ngoni,13745,1023,100
nhac thieu nhi,7103,955,100
nice indie,7286,499,100
nigerian hip hop,9705,1082,105
nigerian pop,9344,1068,111
nightcore,5212,788,102
nightrun,2747,348,101
nintendocore,6493,323,102
nisiotika,15070,607,100
nitzhonot,482,893,100
nl folk,11355,663,100
no beat,4267,1384,102
no wave,10325,561,101
noel quebecois,14685,533,100
nohay,17680,554,100
noise,12887,167,100
noise pop,10637,337,105
noise punk,11247,272,100
noise rock,11002,285,102
noisecore,11441,179,100
nordic ambient,15371,234,100
nordic classical piano,21804,501,100
nordic contemporary classical,21669,223,100
nordic folk,15196,469,101
nordic folk metal,5480,198,101
