genre,top,left,font_pct
nordic house,2278,864,102
nordic orchestra,20410,220,100
nordic post-rock,11600,170,101
nordic shoegaze,7100,221,100
nordic soundtrack,15576,266,102
nordnorsk musikk,12227,655,100
nordnorsk ponk,9156,240,100
nordnorsk rap,6187,994,100
normal indie,11844,524,100
norman ok indie,11588,429,100
norrbotten indie,12524,452,100
norrlandsk hip hop,11130,998,100
norsk lovsang,11044,435,100
norske viser,15159,741,101
norteno,12859,1021,122
norteno-sax,9369,915,104
north alabama indie,10970,593,100
north carolina emo,6766,292,101
north carolina hip hop,9529,1071,107
north carolina indie,12807,460,101
north carolina metal,9798,214,100
north carolina roots,15098,721,102
north dakota indie,13824,499,100
north east england indie,8714,475,101
north moroccan rap,9983,1038,100
northamptonshire indie,6001,443,100
northeast indian hip hop,9201,996,100
northeast indian indie,8448,655,100
northern irish indie,6309,425,102
northern irish punk,9402,416,100
northern soul,12909,746,103
northumbrian folk,18118,864,100
northwest china indie,9404,581,100
norwegian alternative rock,9500,274,100
norwegian americana,13269,521,100
norwegian black metal,10514,53,101
norwegian blues,12498,736,100
norwegian choir,21023,163,100
norwegian classical,22036,329,101
norwegian contemporary jazz,15998,636,100
norwegian country,9118,639,101
norwegian death metal,10086,108,100
norwegian doom metal,10269,192,100
norwegian experimental,13922,350,100
norwegian folk,19696,449,100
norwegian folk rock,11685,488,101
norwegian gospel,14315,618,100
norwegian hardcore,8382,151,100
norwegian hip hop,7692,1023,102
norwegian house,1897,1128,100
norwegian indie,11157,530,104
norwegian jazz,17504,581,101
norwegian metal,9206,108,101
norwegian pop,8802,624,105
norwegian pop rap,7166,1009,102
norwegian prog,10794,346,100
norwegian psychedelic,11222,266,100
norwegian punk,10308,358,100
norwegian punk rock,7200,253,100
norwegian rock,9786,374,101
norwegian singer-songwriter,14402,533,101
norwegian space disco,1978,1134,100
norwegian techno,1922,1094,100
norwegian trap,7876,1092,101
nottingham hip hop,10957,1071,101
nottingham indie,10724,458,101
nouvelle chanson francaise,11280,758,104
nova canco,18060,760,101
nova mpb,11542,841,106
nova musica amazonense,8638,549,100
nova musica carioca,11416,839,101
nova musica maranhense,9014,847,100
nova musica paulista,11230,864,100
nova musica pernambucana,10448,793,101
novelty,13733,965,101
novo rock gaucho,7805,431,100
novos talentos brasileiros,12006,734,100
nu age,17388,210,101
nu disco,1515,1084,103
nu electro,1478,1219,100
nu gabber,2216,925,101
nu gaze,6419,212,103
nu jazz,5453,967,104
nu metal,5839,335,118
nu skool breaks,1552,1025,101
nu-cumbia,4893,1055,104
nu-metalcore,3937,296,103
nubian traditional,13528,887,100
nueva cancion,17709,911,103
nueva ola chilena,15833,593,101
nueva ola peruana,13651,581,100
nueva trova chilena,15839,806,100
nuevo flamenco,14180,921,100
nuevo folklore argentino,11968,961,101
nuevo folklore mexicano,13850,799,102
nuevo tango,19901,633,100
nursery,13540,969,105
nwobhm,9697,232,103
nwocr,5406,287,101
nwothm,7136,216,100
ny roots,11355,734,100
nyahbinghi,10882,1125,100
nyc metal,10055,122,100
nyc pop,8249,753,103
nyc rap,11553,1051,106
nyckelharpa,17475,382,100
nyhc,10330,300,101
nz alternative rock,8062,348,100
nz children's music,13339,1030,100
nz christian,11331,443,100
nz dnb,2309,891,100
nz electronic,2553,986,101
nz folk,13639,576,100
nz gangsta rap,5916,1128,100
nz hardcore,7633,214,100
nz hip hop,5830,1055,101
nz indie,9132,460,101
nz jazz,14884,808,100
nz metal,7322,192,100
nz pop,7631,804,104
nz punk,8578,283,100
nz reggae,4520,1055,102
nz singer-songwriter,12998,554,101
oakland hip hop,7913,1073,103
oakland indie,9859,471,102
oaxaca indie,10788,797,100
oberkrainer,14007,959,100
oc indie,8481,559,101
oc rap,8176,1038,102
occult black metal,10953,29,100
ocean,17370,10,103
oceania soundtrack,16043,207,101
odia bhajan,14921,758,100
odia pop,11479,758,103
oeteldonk,14589,870,100
ohangla,12986,1045,100
ohio hardcore,11478,223,100
ohio hip hop,7026,1005,105
ohio indie,11380,398,100
oi,9094,304,101
ok indie,11673,530,100
okc indie,10012,414,101
okinawan folk,10411,667,101
okinawan pop,5845,576,102
oklahoma country,9157,473,102
oktoberfest,4442,763,101
old school atlanta hip hop,4186,1086,104
old school bassline,2277,1155,101
old school dancehall,6286,1210,101
old school ebm,1417,1045,100
old school hard trance,2613,889,100
old school highlife,10008,1073,100
old school hip hop,3054,1245,104
old school nederhop,6072,1040,100
old school rap francais,10308,1068,103
old school thrash,10048,238,107
old school uk hip hop,2569,1170,100
old west,14699,887,101
old-time,19404,953,101
old-time fiddle,16349,708,100
oldschool deutschrap,9406,1064,101
olympia wa indie,12562,556,101
omaha indie,10994,484,101
one-person band,10438,593,100
ontario indie,10428,484,101
opera,22268,315,101
opera chorus,22355,312,100
opera metal,7571,198,102
operatic pop,18235,268,104
operetta,21486,524,101
opm,12474,563,111
oratory,20047,1157,100
orchestra,19871,227,101
orchestral performance,21254,368,100
orchestral soundtrack,17224,247,108
orebro indie,9463,412,101
organetto,12821,1081,100
organic ambient,19487,67,101
organic electronic,1812,1244,102
organic house,697,1332,102
orgcore,8432,285,101
oriental classical,21522,348,100
oriental metal,6616,214,101
orkiestra symfoniczna,21157,223,100
orkney and shetland folk,17371,510,100
orlando indie,8836,458,101
oromo pop,7447,957,100
orquesta cubana,15863,941,100
orquesta tipica,20339,998,100
orquesta tropical,10555,1097,100
orquestas de galicia,7335,957,100
orthodox chant,21194,306,101
oshare kei,4179,325,101
oslo indie,10220,437,100
ostrock,9429,718,101
ostschlager,14860,609,100
otacore,7261,607,108
oth indie,10452,506,100
otroske pesmice,14564,821,100
ottawa indie,8632,456,100
ottawa rap,7092,1068,102
oud,18819,815,100
oulu indie,8836,376,100
oulu metal,7039,160,100
outer hip hop,9127,1045,100
outlaw country,14946,893,108
outsider,15442,583,101
outsider house,3887,915,101
oxford choir,21571,145,100
oxford indie,8124,437,105
oyun havasi,10672,959,102
p funk,8360,1009,103
p-pop,6458,774,104
pacific islands gospel,8149,697,100
pacific islands pop,5643,982,102
pagan black metal,10440,67,101
pagode,11529,830,110
pagode baiano,11628,1106,104
pagode novo,11955,795,109
pahadi pop,5435,731,100
paidika tragoudia,13390,965,100
paisley underground,10440,420,101
pakistani electronic,2572,1002,100
pakistani folk,15021,777,101
pakistani hip hop,7508,1110,104
pakistani indie,9453,633,101
pakistani pop,10374,748,103
pakistani rock,9205,540,100
palestinian alternative,11994,799,100
palestinian hip hop,10709,967,101
palestinian pop,11919,804,101
palestinian traditional,15734,683,100
palm desert scene,11031,358,102
palm wine guitar,15161,1047,100
panamanian indie,7706,615,100
panamanian pop,8614,1081,104
panamanian rock,6099,551,100
panpipe,13010,556,100
pansori,18089,1079,100
papuan traditional,18206,578,100
papuri,12130,466,101
paracana,12524,576,100
paraguayan indie,7631,655,100
paraguayan rock,6259,578,100
parody,12055,945,102
partido alto,12973,911,102
partyschlager,1899,799,103
pashto pop,14897,767,100
pasodobles,16715,677,100
pastoral,17074,394,101
pei indie,12351,547,100
pennsylvania hardcore,11320,249,100
permanent wave,8984,488,124
perreo,2659,1290,104
persian alternative,13297,639,100
persian drill,10574,1028,100
persian electronic,3473,1049,101
persian hip hop,9516,980,102
persian melodic rap,8397,955,101
persian neo-traditional,18845,540,100
persian poetry,19462,609,100
persian pop,8865,804,103
persian rock,10450,601,101
persian sad rap,7618,933,100
persian traditional,19942,573,100
persian trap,7055,1002,100
persian underground hip hop,12079,937,100
perth hip hop,8114,1064,100
perth indie,9266,481,101
peruvian death metal,10599,154,100
peruvian experimental,12897,368,100
peruvian hip hop,10587,1125,101
peruvian indie,7781,713,101
peruvian metal,7866,229,100
peruvian punk,9328,376,100
peruvian rock,8546,588,102
pet calming,19270,431,102
philly drill,7704,1119,101
philly indie,10097,352,104
philly rap,10096,1038,106
philly soul,11267,765,103
phleng phuea chiwit,10184,767,101
phoenix indie,7988,433,100
phonk,2818,1066,103
phonk brasileiro,6929,1094,106
piada,19345,1299,100
pianissimo,19725,751,102
piano blues,18247,913,102
piano cover,19492,724,104
piano house,1232,1170,100
piano mpb,17992,779,100
piano rock,12549,588,110
piano worship,18177,746,102
pibroch,18440,145,100
piedmont blues,20030,1079,100
pilates,16160,372,100
pink noise,3373,760,102
pinoy alternative rap,6387,1119,102
pinoy alternative rock,10748,554,100
pinoy city pop,9257,788,102
pinoy drill,5998,1082,102
pinoy edm,2977,905,100
pinoy hip hop,6678,1081,105
pinoy idol pop,4726,849,101
pinoy indie,9982,711,102
pinoy indie rock,9478,593,101
pinoy metal,9959,319,100
pinoy pop punk,6753,341,101
pinoy praise,12240,443,100
pinoy r&amp;b,7767,941,104
pinoy reggae,9051,845,103
pinoy rock,8371,561,103
pinoy shoegaze,9132,312,100
pinoy singer-songwriter,13688,646,102
pinoy traditional,14378,901,100
pinoy trap,6463,1030,103
pipa,20310,847,100
pirate,8013,412,101
piratenmuziek,9495,748,101
piseiro,5026,1212,103
pittsburgh indie,11173,456,101
pittsburgh indie rock,8899,374,100
pittsburgh metal,11186,187,100
pittsburgh rap,9945,1025,106
pittsburgh rock,9094,410,100
pixel,7103,860,108
pixie,4062,370,106
plena uruguaya,13378,979,101
plug brasileiro,6121,1056,101
plugg,6084,955,107
plugg en espanol,5972,957,100
plugg francais,6818,1011,101
pluggnb,6524,885,109
plunderphonics,10135,753,100
png pop,4471,887,100
poetry,16745,1354,100
poezja spiewana,15046,779,101
pohadky,17884,1182,100
polca paraguaya,18013,897,100
police band,15693,251,100
polish alternative,8853,694,103
polish alternative rap,10808,1007,102
polish alternative rock,6754,477,101
polish ambient,13071,335,100
polish black metal,9328,88,100
polish blues,10855,663,101
polish choir,21926,185,100
polish classical,22238,422,102
polish classical piano,22648,501,100
polish contemporary classical,21474,277,100
polish death metal,8577,133,100
polish drill,7546,1077,102
polish early music,21938,174,100
polish electronica,4559,770,100
polish experimental,13047,341,100
polish experimental electronic,9515,624,100
polish folk,14636,596,100
polish folk metal,9414,209,100
polish free jazz,18569,561,100
polish hardcore,8334,289,100
polish hip hop,8038,1047,110
polish indie,7594,618,102
polish indie rock,6579,416,100
polish jazz,16891,793,100
polish metal,7645,192,101
polish metalcore,4588,170,100
polish modern jazz,17329,596,100
polish noise rock,11076,283,100
polish old school hip hop,5879,1108,101
polish pop,6233,659,105
polish post-punk,7643,526,101
polish post-rock,8656,270,100
polish prog,9700,368,100
polish psychedelia,11368,378,100
polish punk,7335,427,101
polish reggae,5362,856,101
polish rock,8311,554,102
polish synthpop,5696,593,100
polish techno,840,1233,100
polish thrash metal,7510,209,100
polish trap,6236,1040,107
polish underground rap,6375,1051,102
polish viral pop,4467,1041,103
polish viral rap,6010,1108,102
political hip hop,11504,992,104
polka,14107,813,100
polka nortena,13684,1034,100
polynesian hip hop,8188,1073,100
polynesian traditional,18556,760,100
polyphonies corses,17663,335,100
polyphony,19825,258,100
pontian folk,16540,607,100
pontianak indie,8849,501,100
pop,4997,783,160
pop ambient,7161,724,101
pop argentino,5742,845,107
pop boliviano,7014,977,100
pop catracho,5891,1125,100
pop chileno,8915,790,102
pop costarricense,10758,1036,100
pop cristiano,7556,506,101
pop dance,2608,779,121
pop edm,3390,713,105
pop electronico,3507,815,103
pop emo,3887,325,106
pop flamenco,9955,849,106
pop folk,14611,540,102
pop house,1812,941,104
pop lgbtq+ brasileira,9331,949,104
pop minang,5398,537,102
pop nacional,6928,935,109
pop nacional antigas,12860,674,102
pop paraguayo,5772,913,100
pop peruano,7594,911,101
pop punk,4549,327,113
pop quebecois,9278,612,102
pop r&amp;b,8101,911,106
pop rap,5285,1043,128
pop rap brasileiro,12301,996,104
pop reggaeton,4793,1115,108
pop rock,6766,469,113
pop rock brasileiro,6208,563,105
pop romantico,14143,607,104
pop soul,9831,799,108
pop teen brasileiro,6615,945,102
pop urbaine,9076,1092,115
pop venezolano,6311,1082,108
pop violin,14115,306,102
pop virale italiano,8515,909,102
pop worship,9761,360,101
popgaze,10599,312,101
popping,4267,1146,101
pops orchestra,18790,296,100
popullore jugu,8677,779,100
popwave,2762,556,101
pornogrind,9933,209,100
porro,12041,1125,101
portland hip hop,10746,1009,102
portland indie,11575,477,102
portland metal,10721,127,100
portland punk,10575,321,100
portsmouth indie,8249,447,100
portuguese black metal,8358,101,100
portuguese classical,21669,464,100
portuguese contemporary classical,21072,416,100
portuguese death metal,7162,165,100
portuguese early music,21364,287,100
portuguese experimental,14278,512,100
portuguese folk,15046,576,100
portuguese hardcore,8236,216,100
portuguese indie,10227,601,100
portuguese indie rock,7906,473,100
portuguese jazz,17914,700,100
portuguese metal,6333,205,100
portuguese pop,8977,870,102
portuguese post-rock,11526,277,100
portuguese rock,10831,609,101
portuguese techno,500,1221,100
post-black metal,10624,50,100
post-disco,5326,1023,103
post-disco soul,3444,1099,100
post-doom metal,11490,127,101
post-grunge,5075,372,118
post-hardcore,9660,281,104
post-metal,10697,133,101
post-minimalism,20293,418,102
post-post-hardcore,4191,203,101
post-punk,9377,492,104
post-punk argentina,7041,729,104
post-punk brasileiro,5256,445,100
post-punk colombiano,3578,528,100
post-punk latinoamericano,5373,445,100
post-punk mexicano,3916,412,100
post-rock,11835,234,102
post-rock latinoamericano,10711,287,100
post-romantic era,22151,308,104
post-screamo,3156,253,101
post-teen pop,4676,711,112
pov: indie,7866,615,126
power blues-rock,10945,573,100
power electronics,13355,122,100
power metal,5740,203,106
power noise,2572,601,100
power pop,9439,462,104
power thrash,7003,247,100
power-pop punk,7212,304,101
powerviolence,11051,178,100
powwow,12215,824,100
poznan indie,7224,469,100
prague indie,8947,526,100
praise,12166,583,101
prank,20134,1263,100
pre-war blues,21975,1170,100
prepared piano,16423,683,100
preschool children's music,8976,1144,104
previa,3594,1285,104
prog metal,7432,268,102
prog quebec,13849,503,100
progressive alternative,7707,344,100
progressive black metal,9142,111,100
progressive bluegrass,15349,751,103
progressive breaks,947,1041,100
progressive death metal,9737,185,101
progressive deathcore,5676,190,101
progressive doom,9525,158,100
progressive electro house,2016,828,110
progressive groove metal,7792,242,102
